cpc_subclass,cpc_subclass_title,cpc_group,cpc_group_title,cpc_class,cpc_class_title
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/0733,"Error detection; Error correction; Monitoring -Responding to the occurrence of a fault, e.g. fault tolerance-Error or fault processing not based on redundancy, i.e. by taking additional measures to deal with the error or fault not making use of redundancy in operation, in hardware, or in data representation-the processing taking place on a specific hardware platform or in a specific software environment-in a data processing system embedded in an image processing device, e.g. printer, facsimile, scanner",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/0736,"Error detection; Error correction; Monitoring -Responding to the occurrence of a fault, e.g. fault tolerance-Error or fault processing not based on redundancy, i.e. by taking additional measures to deal with the error or fault not making use of redundancy in operation, in hardware, or in data representation-the processing taking place on a specific hardware platform or in a specific software environment-in functional embedded systems, i.e. in a data processing system designed as a combination of hardware and software dedicated to performing a certain function ",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/0739,"Error detection; Error correction; Monitoring -Responding to the occurrence of a fault, e.g. fault tolerance-Error or fault processing not based on redundancy, i.e. by taking additional measures to deal with the error or fault not making use of redundancy in operation, in hardware, or in data representation-the processing taking place on a specific hardware platform or in a specific software environment-in functional embedded systems, i.e. in a data processing system designed as a combination of hardware and software dedicated to performing a certain function -in a data processing system embedded in automotive or aircraft systems",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/0742,"Error detection; Error correction; Monitoring -Responding to the occurrence of a fault, e.g. fault tolerance-Error or fault processing not based on redundancy, i.e. by taking additional measures to deal with the error or fault not making use of redundancy in operation, in hardware, or in data representation-the processing taking place on a specific hardware platform or in a specific software environment-in functional embedded systems, i.e. in a data processing system designed as a combination of hardware and software dedicated to performing a certain function -in a data processing system embedded in a mobile device, e.g. mobile phones, handheld devices",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/0745,"Error detection; Error correction; Monitoring -Responding to the occurrence of a fault, e.g. fault tolerance-Error or fault processing not based on redundancy, i.e. by taking additional measures to deal with the error or fault not making use of redundancy in operation, in hardware, or in data representation-the processing taking place on a specific hardware platform or in a specific software environment-in an input/output transactions management context ",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/0748,"Error detection; Error correction; Monitoring -Responding to the occurrence of a fault, e.g. fault tolerance-Error or fault processing not based on redundancy, i.e. by taking additional measures to deal with the error or fault not making use of redundancy in operation, in hardware, or in data representation-the processing taking place on a specific hardware platform or in a specific software environment-in a remote unit communicating with a single-box computer node experiencing an error/fault ",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/0781,"Error detection; Error correction; Monitoring -Responding to the occurrence of a fault, e.g. fault tolerance-Error or fault processing not based on redundancy, i.e. by taking additional measures to deal with the error or fault not making use of redundancy in operation, in hardware, or in data representation-Error or fault reporting or storing-Error filtering or prioritizing based on a policy defined by the user or on a policy defined by a hardware/software module, e.g. according to a severity level",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/143,"Error detection; Error correction; Monitoring -Responding to the occurrence of a fault, e.g. fault tolerance-Error detection or correction of the data by redundancy in operation -Saving, restoring, recovering or retrying-at system level-Reconfiguring to eliminate the error -with loss of software functionality",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/1433,"Error detection; Error correction; Monitoring -Responding to the occurrence of a fault, e.g. fault tolerance-Error detection or correction of the data by redundancy in operation -Saving, restoring, recovering or retrying-at system level-during software upgrading",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/1479,"Error detection; Error correction; Monitoring -Responding to the occurrence of a fault, e.g. fault tolerance-Error detection or correction of the data by redundancy in operation -Generic software techniques for error detection or fault masking",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/1482,"Error detection; Error correction; Monitoring -Responding to the occurrence of a fault, e.g. fault tolerance-Error detection or correction of the data by redundancy in operation -Generic software techniques for error detection or fault masking-by means of middleware or OS functionality",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/1484,"Error detection; Error correction; Monitoring -Responding to the occurrence of a fault, e.g. fault tolerance-Error detection or correction of the data by redundancy in operation -Generic software techniques for error detection or fault masking-by means of middleware or OS functionality-involving virtual machines",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/1487,"Error detection; Error correction; Monitoring -Responding to the occurrence of a fault, e.g. fault tolerance-Error detection or correction of the data by redundancy in operation -Generic software techniques for error detection or fault masking-using N-version programming",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/1489,"Error detection; Error correction; Monitoring -Responding to the occurrence of a fault, e.g. fault tolerance-Error detection or correction of the data by redundancy in operation -Generic software techniques for error detection or fault masking-through recovery blocks",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/1492,"Error detection; Error correction; Monitoring -Responding to the occurrence of a fault, e.g. fault tolerance-Error detection or correction of the data by redundancy in operation -Generic software techniques for error detection or fault masking-by run-time replication performed by the application software",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/1494,"Error detection; Error correction; Monitoring -Responding to the occurrence of a fault, e.g. fault tolerance-Error detection or correction of the data by redundancy in operation -Generic software techniques for error detection or fault masking-by run-time replication performed by the application software-N-modular type",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/22,"Error detection; Error correction; Monitoring -Detection or location of defective computer hardware by testing during standby operation or during idle time, e.g. start-up testing",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/2205,"Error detection; Error correction; Monitoring -Detection or location of defective computer hardware by testing during standby operation or during idle time, e.g. start-up testing-using arrangements specific to the hardware being tested",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/221,"Error detection; Error correction; Monitoring -Detection or location of defective computer hardware by testing during standby operation or during idle time, e.g. start-up testing-using arrangements specific to the hardware being tested-to test buses, lines or interfaces, e.g. stuck-at or open line faults",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/2215,"Error detection; Error correction; Monitoring -Detection or location of defective computer hardware by testing during standby operation or during idle time, e.g. start-up testing-using arrangements specific to the hardware being tested-to test error correction or detection circuits",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/2221,"Error detection; Error correction; Monitoring -Detection or location of defective computer hardware by testing during standby operation or during idle time, e.g. start-up testing-using arrangements specific to the hardware being tested-to test input/output devices or peripheral units",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/2226,"Error detection; Error correction; Monitoring -Detection or location of defective computer hardware by testing during standby operation or during idle time, e.g. start-up testing-using arrangements specific to the hardware being tested-to test ALU",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/2231,"Error detection; Error correction; Monitoring -Detection or location of defective computer hardware by testing during standby operation or during idle time, e.g. start-up testing-using arrangements specific to the hardware being tested-to test interrupt circuits",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/2236,"Error detection; Error correction; Monitoring -Detection or location of defective computer hardware by testing during standby operation or during idle time, e.g. start-up testing-using arrangements specific to the hardware being tested-to test CPU or processors",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/2242,"Error detection; Error correction; Monitoring -Detection or location of defective computer hardware by testing during standby operation or during idle time, e.g. start-up testing-using arrangements specific to the hardware being tested-to test CPU or processors-in multi-processor systems, e.g. one processor becoming the test master ",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/2247,"Error detection; Error correction; Monitoring -Detection or location of defective computer hardware by testing during standby operation or during idle time, e.g. start-up testing-Verification or detection of system hardware configuration",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/2252,"Error detection; Error correction; Monitoring -Detection or location of defective computer hardware by testing during standby operation or during idle time, e.g. start-up testing-using fault dictionaries",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/2257,"Error detection; Error correction; Monitoring -Detection or location of defective computer hardware by testing during standby operation or during idle time, e.g. start-up testing-using expert systems",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/2263,"Error detection; Error correction; Monitoring -Detection or location of defective computer hardware by testing during standby operation or during idle time, e.g. start-up testing-using neural networks",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/2268,"Error detection; Error correction; Monitoring -Detection or location of defective computer hardware by testing during standby operation or during idle time, e.g. start-up testing-Logging of test results",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/2273,"Error detection; Error correction; Monitoring -Detection or location of defective computer hardware by testing during standby operation or during idle time, e.g. start-up testing-Test methods",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/2284,"Error detection; Error correction; Monitoring -Detection or location of defective computer hardware by testing during standby operation or during idle time, e.g. start-up testing-by power-on test, e.g. power-on self test [POST]",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/2289,"Error detection; Error correction; Monitoring -Detection or location of defective computer hardware by testing during standby operation or during idle time, e.g. start-up testing-by configuration test",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/2294,"Error detection; Error correction; Monitoring -Detection or location of defective computer hardware by testing during standby operation or during idle time, e.g. start-up testing-by remote test",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/24,"Error detection; Error correction; Monitoring -Detection or location of defective computer hardware by testing during standby operation or during idle time, e.g. start-up testing-Marginal checking ; or other specified testing methods not covered by G06F11/26, e.g. race tests",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/25,"Error detection; Error correction; Monitoring -Detection or location of defective computer hardware by testing during standby operation or during idle time, e.g. start-up testing-Testing of logic operation, e.g. by logic analysers",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/26,"Error detection; Error correction; Monitoring -Detection or location of defective computer hardware by testing during standby operation or during idle time, e.g. start-up testing-Functional testing",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/261,"Error detection; Error correction; Monitoring -Detection or location of defective computer hardware by testing during standby operation or during idle time, e.g. start-up testing-Functional testing-by simulating additional hardware, e.g. fault simulation",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/263,"Error detection; Error correction; Monitoring -Detection or location of defective computer hardware by testing during standby operation or during idle time, e.g. start-up testing-Functional testing-Generation of test inputs, e.g. test vectors, patterns or sequences ; ; with adaptation of the tested hardware for testability with external testers",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/2635,"Error detection; Error correction; Monitoring -Detection or location of defective computer hardware by testing during standby operation or during idle time, e.g. start-up testing-Functional testing-Generation of test inputs, e.g. test vectors, patterns or sequences ; ; with adaptation of the tested hardware for testability with external testers-using a storage for the test inputs, e.g. test ROM, script files",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/267,"Error detection; Error correction; Monitoring -Detection or location of defective computer hardware by testing during standby operation or during idle time, e.g. start-up testing-Functional testing-Reconfiguring circuits for testing, e.g. LSSD, partitioning",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/27,"Error detection; Error correction; Monitoring -Detection or location of defective computer hardware by testing during standby operation or during idle time, e.g. start-up testing-Functional testing-Built-in tests",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/273,"Error detection; Error correction; Monitoring -Detection or location of defective computer hardware by testing during standby operation or during idle time, e.g. start-up testing-Functional testing-Tester hardware, i.e. output processing circuits ",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/2733,"Error detection; Error correction; Monitoring -Detection or location of defective computer hardware by testing during standby operation or during idle time, e.g. start-up testing-Functional testing-Tester hardware, i.e. output processing circuits -Test interface between tester and unit under test",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/2736,"Error detection; Error correction; Monitoring -Detection or location of defective computer hardware by testing during standby operation or during idle time, e.g. start-up testing-Functional testing-Tester hardware, i.e. output processing circuits -using a dedicated service processor for test",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/277,"Error detection; Error correction; Monitoring -Detection or location of defective computer hardware by testing during standby operation or during idle time, e.g. start-up testing-Functional testing-Tester hardware, i.e. output processing circuits -with comparison between actual response and known fault-free response",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/3013,"Error detection; Error correction; Monitoring -Monitoring-Monitoring arrangements specially adapted to the computing system or computing system component being monitored-where the computing system is an embedded system, i.e. a combination of hardware and software dedicated to perform a certain function in mobile devices, printers, automotive or aircraft systems ",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/302,Error detection; Error correction; Monitoring -Monitoring-Monitoring arrangements specially adapted to the computing system or computing system component being monitored-where the computing system component is a software system,G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/3051,"Error detection; Error correction; Monitoring -Monitoring-Monitoring arrangements for monitoring the configuration of the computing system or of the computing system component, e.g. monitoring the presence of processing resources, peripherals, I/O links, software programs ",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/36,Error detection; Error correction; Monitoring -Preventing errors by testing or debugging software,G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/3604,Error detection; Error correction; Monitoring -Preventing errors by testing or debugging software-Software analysis for verifying properties of programs ,G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/3608,"Error detection; Error correction; Monitoring -Preventing errors by testing or debugging software-Software analysis for verifying properties of programs -using formal methods, e.g. model checking, abstract interpretation ",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/3612,Error detection; Error correction; Monitoring -Preventing errors by testing or debugging software-Software analysis for verifying properties of programs -by runtime analysis ,G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/3616,Error detection; Error correction; Monitoring -Preventing errors by testing or debugging software-Software analysis for verifying properties of programs -using software metrics,G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/362,Error detection; Error correction; Monitoring -Preventing errors by testing or debugging software-Software debugging,G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/3624,"Error detection; Error correction; Monitoring -Preventing errors by testing or debugging software-Software debugging-by performing operations on the source code, e.g. via a compiler",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/3628,Error detection; Error correction; Monitoring -Preventing errors by testing or debugging software-Software debugging-of optimised code ,G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/3632,Error detection; Error correction; Monitoring -Preventing errors by testing or debugging software-Software debugging-of specific synchronisation aspects,G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/3636,Error detection; Error correction; Monitoring -Preventing errors by testing or debugging software-Software debugging-by tracing the execution of the program,G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/364,Error detection; Error correction; Monitoring -Preventing errors by testing or debugging software-Software debugging-by tracing the execution of the program-tracing values on a bus,G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/3644,Error detection; Error correction; Monitoring -Preventing errors by testing or debugging software-Software debugging-by instrumenting at runtime,G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/3648,Error detection; Error correction; Monitoring -Preventing errors by testing or debugging software-Software debugging-using additional hardware,G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/3652,Error detection; Error correction; Monitoring -Preventing errors by testing or debugging software-Software debugging-using additional hardware-in-circuit-emulation [ICE] arrangements,G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/3656,Error detection; Error correction; Monitoring -Preventing errors by testing or debugging software-Software debugging-using additional hardware-using a specific debug interface,G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/366,Error detection; Error correction; Monitoring -Preventing errors by testing or debugging software-Software debugging-using diagnostics ,G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/3664,Error detection; Error correction; Monitoring -Preventing errors by testing or debugging software-Environments for testing or debugging software,G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/3668,Error detection; Error correction; Monitoring -Preventing errors by testing or debugging software-Software testing ,G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/3672,Error detection; Error correction; Monitoring -Preventing errors by testing or debugging software-Software testing -Test management,G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/3676,Error detection; Error correction; Monitoring -Preventing errors by testing or debugging software-Software testing -Test management-for coverage analysis,G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/368,"Error detection; Error correction; Monitoring -Preventing errors by testing or debugging software-Software testing -Test management-for test version control, e.g. updating test cases to a new software version",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/3684,"Error detection; Error correction; Monitoring -Preventing errors by testing or debugging software-Software testing -Test management-for test design, e.g. generating new test cases",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/3688,"Error detection; Error correction; Monitoring -Preventing errors by testing or debugging software-Software testing -Test management-for test execution, e.g. scheduling of test suites",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/3692,Error detection; Error correction; Monitoring -Preventing errors by testing or debugging software-Software testing -Test management-for test results analysis,G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F11/3696,Error detection; Error correction; Monitoring -Preventing errors by testing or debugging software-Software testing -Methods or tools to render software testable,G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F12/0837,"Accessing, addressing or allocating within memory systems or architectures -Addressing or allocation; Relocation -in hierarchically structured memory systems, e.g. virtual memory systems-Addressing of a memory level in which the access to the desired data or data block requires associative addressing means, e.g. caches-Multiuser, multiprocessor or multiprocessing cache systems-Cache consistency protocols-with software control, e.g. non-cacheable data",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F18/40,"Pattern recognition-Software arrangements specially adapted for pattern recognition, e.g. user interfaces or toolboxes therefor",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F18/41,"Pattern recognition-Software arrangements specially adapted for pattern recognition, e.g. user interfaces or toolboxes therefor-Interactive pattern learning with a human teacher",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F2009/45562,"Arrangements for program control, e.g. control units -using stored programs, i.e. using an internal store of processing equipment to receive or retain programs-Arrangements for executing specific programs-Emulation; Interpretation; Software simulation, e.g. virtualisation or emulation of application or operating system execution engines-Hypervisors; Virtual machine monitors-Hypervisor-specific management and integration aspects-Creating, deleting, cloning virtual machine instances",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F2009/45566,"Arrangements for program control, e.g. control units -using stored programs, i.e. using an internal store of processing equipment to receive or retain programs-Arrangements for executing specific programs-Emulation; Interpretation; Software simulation, e.g. virtualisation or emulation of application or operating system execution engines-Hypervisors; Virtual machine monitors-Hypervisor-specific management and integration aspects-Nested virtual machines",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F2009/4557,"Arrangements for program control, e.g. control units -using stored programs, i.e. using an internal store of processing equipment to receive or retain programs-Arrangements for executing specific programs-Emulation; Interpretation; Software simulation, e.g. virtualisation or emulation of application or operating system execution engines-Hypervisors; Virtual machine monitors-Hypervisor-specific management and integration aspects-Distribution of virtual machine instances; Migration and load balancing",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F2009/45575,"Arrangements for program control, e.g. control units -using stored programs, i.e. using an internal store of processing equipment to receive or retain programs-Arrangements for executing specific programs-Emulation; Interpretation; Software simulation, e.g. virtualisation or emulation of application or operating system execution engines-Hypervisors; Virtual machine monitors-Hypervisor-specific management and integration aspects-Starting, stopping, suspending or resuming virtual machine instances",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F2009/45579,"Arrangements for program control, e.g. control units -using stored programs, i.e. using an internal store of processing equipment to receive or retain programs-Arrangements for executing specific programs-Emulation; Interpretation; Software simulation, e.g. virtualisation or emulation of application or operating system execution engines-Hypervisors; Virtual machine monitors-Hypervisor-specific management and integration aspects-I/O management, e.g. providing access to device drivers or storage",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F2009/45583,"Arrangements for program control, e.g. control units -using stored programs, i.e. using an internal store of processing equipment to receive or retain programs-Arrangements for executing specific programs-Emulation; Interpretation; Software simulation, e.g. virtualisation or emulation of application or operating system execution engines-Hypervisors; Virtual machine monitors-Hypervisor-specific management and integration aspects-Memory management, e.g. access or allocation",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F2009/45587,"Arrangements for program control, e.g. control units -using stored programs, i.e. using an internal store of processing equipment to receive or retain programs-Arrangements for executing specific programs-Emulation; Interpretation; Software simulation, e.g. virtualisation or emulation of application or operating system execution engines-Hypervisors; Virtual machine monitors-Hypervisor-specific management and integration aspects-Isolation or security of virtual machine instances",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F2009/45591,"Arrangements for program control, e.g. control units -using stored programs, i.e. using an internal store of processing equipment to receive or retain programs-Arrangements for executing specific programs-Emulation; Interpretation; Software simulation, e.g. virtualisation or emulation of application or operating system execution engines-Hypervisors; Virtual machine monitors-Hypervisor-specific management and integration aspects-Monitoring or debugging support",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F2009/45595,"Arrangements for program control, e.g. control units -using stored programs, i.e. using an internal store of processing equipment to receive or retain programs-Arrangements for executing specific programs-Emulation; Interpretation; Software simulation, e.g. virtualisation or emulation of application or operating system execution engines-Hypervisors; Virtual machine monitors-Hypervisor-specific management and integration aspects-Network integration; Enabling network access in virtual machine instances",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F21/105,"Security arrangements for protecting computers, components thereof, programs or data against unauthorised activity-Protecting distributed programs or content, e.g. vending or licensing of copyrighted material ;  ; ; Digital rights management [DRM]-Arrangements for software license management or administration, e.g. for managing licenses at corporate level",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F21/108,"Security arrangements for protecting computers, components thereof, programs or data against unauthorised activity-Protecting distributed programs or content, e.g. vending or licensing of copyrighted material ;  ; ; Digital rights management [DRM]-Transfer of content, software, digital rights or licenses",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F21/1082,"Security arrangements for protecting computers, components thereof, programs or data against unauthorised activity-Protecting distributed programs or content, e.g. vending or licensing of copyrighted material ;  ; ; Digital rights management [DRM]-Transfer of content, software, digital rights or licenses-Backup or restore",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F21/1083,"Security arrangements for protecting computers, components thereof, programs or data against unauthorised activity-Protecting distributed programs or content, e.g. vending or licensing of copyrighted material ;  ; ; Digital rights management [DRM]-Transfer of content, software, digital rights or licenses-Partial license transfers",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F21/1084,"Security arrangements for protecting computers, components thereof, programs or data against unauthorised activity-Protecting distributed programs or content, e.g. vending or licensing of copyrighted material ;  ; ; Digital rights management [DRM]-Transfer of content, software, digital rights or licenses-via third party",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F21/1085,"Security arrangements for protecting computers, components thereof, programs or data against unauthorised activity-Protecting distributed programs or content, e.g. vending or licensing of copyrighted material ;  ; ; Digital rights management [DRM]-Transfer of content, software, digital rights or licenses-Content sharing, e.g. peer-to-peer [P2P]",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F21/1086,"Security arrangements for protecting computers, components thereof, programs or data against unauthorised activity-Protecting distributed programs or content, e.g. vending or licensing of copyrighted material ;  ; ; Digital rights management [DRM]-Transfer of content, software, digital rights or licenses-Superdistribution",G06,COMPUTING; CALCULATING OR COUNTING
G06F,ELECTRIC DIGITAL DATA PROCESSING ,G06F21/1087,"Security arrangements for protecting computers, components thereof, programs or data against unauthorised activity-Protecting distributed programs or content, e.g. vending or licensing of copyrighted material ;  ; ; Digital rights management [DRM]-Transfer of content, software, digital rights or licenses-Synchronisation",G06,COMPUTING; CALCULATING OR COUNTING
